description,has_short_company_profile,company_profile,requirements,benefits,has_company_logo,low_required_education,has_questions,telecommuting,has_short_requirements,money_in_title,money_in_desc,cons_punc_des,fraudulent
268,1,1,106,1,0,0,0,0,0,0,0,0,1
129,0,75,93,83,0,0,1,0,0,0,0,0,0
96,1,1,159,28,0,0,0,0,0,0,0,0,1
87,1,1,149,1,1,0,0,0,0,0,0,0,0
215,0,136,9,8,1,0,1,0,1,0,0,0,0
147,1,1,40,29,0,0,0,0,0,0,0,0,1
426,0,110,184,155,1,0,0,0,0,0,0,0,0
306,1,1,169,86,0,0,0,0,0,0,0,0,1
97,0,86,68,77,1,1,0,0,0,1,0,0,1
75,0,136,21,8,1,1,1,0,0,0,0,0,0
268,1,1,106,1,0,0,0,0,0,0,0,0,1
91,0,56,187,1,1,0,0,0,0,0,0,0,0
48,0,161,72,18,1,0,1,0,0,0,0,0,1
72,1,1,10,14,0,0,0,0,0,0,1,0,1
235,0,89,125,98,1,0,0,0,0,0,0,0,0
170,0,58,60,70,1,0,1,0,0,0,0,0,0
528,0,57,143,1,1,0,1,0,0,0,0,0,1
390,1,1,1,1,0,0,0,0,1,0,0,0,1
305,0,31,57,1,1,0,0,0,0,0,0,0,0
230,0,206,132,18,1,0,1,0,0,0,0,0,0
326,0,45,117,88,1,0,1,0,0,0,0,0,0
87,1,1,83,69,0,1,0,0,0,0,0,0,1
276,1,1,166,94,0,0,1,0,0,0,0,0,0
122,0,107,217,1,1,0,0,0,0,0,0,0,1
54,0,30,25,20,1,0,1,0,0,0,0,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
68,0,38,1,7,1,0,0,0,1,0,1,0,0
90,1,1,102,87,1,0,0,0,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
119,1,1,11,13,0,1,1,0,0,1,1,0,1
15,0,38,27,1,1,0,0,0,0,0,0,0,0
97,0,86,68,68,1,1,0,0,0,1,0,0,1
401,1,1,1,1,0,0,0,0,1,0,0,0,0
203,1,1,203,144,0,0,0,0,0,0,0,0,0
220,0,93,185,49,1,1,1,0,0,0,0,0,1
204,0,156,128,362,1,0,1,0,0,0,0,0,1
97,0,86,74,71,1,1,0,0,0,1,0,0,1
202,1,1,113,33,1,0,1,0,0,0,0,0,0
57,0,69,234,1,1,0,0,0,0,0,0,0,0
221,0,31,82,1,1,1,0,0,0,0,0,0,0
352,1,1,1,1,0,0,0,0,1,0,0,0,1
164,0,62,137,76,1,0,1,0,0,0,0,0,0
271,0,76,378,57,1,0,0,0,0,0,0,0,0
220,0,93,185,49,1,1,1,0,0,0,0,0,1
196,1,1,122,1,0,1,1,0,0,0,0,0,0
197,0,84,152,46,1,0,1,0,0,0,0,0,0
248,0,90,156,213,1,0,1,0,0,0,0,0,0
234,0,381,156,1,1,0,1,0,0,0,0,0,1
411,1,1,1,1,0,0,0,0,1,0,0,0,1
496,1,1,117,34,0,0,0,0,0,0,0,0,1
105,0,104,1,1,1,0,1,0,1,0,0,1,0
42,0,118,1,1,1,0,0,0,1,0,0,0,0
196,1,1,54,1,1,0,0,0,0,0,0,0,0
59,1,1,59,98,0,1,0,0,0,0,0,0,1
130,1,1,1,1,0,0,0,0,1,0,0,0,1
48,1,1,64,1,0,0,0,0,0,0,0,0,1
80,1,1,10,14,0,0,0,0,0,0,1,0,1
154,1,1,132,1,0,0,0,1,0,0,0,0,1
445,0,61,29,8,0,0,0,0,0,0,0,0,0
59,0,185,805,13,1,0,0,0,0,0,0,0,1
336,0,141,67,52,1,1,0,0,0,0,0,0,1
336,1,1,1,1,0,0,0,0,1,0,0,0,1
231,0,381,226,1,1,0,1,0,0,0,0,0,1
259,1,1,377,89,0,0,0,0,0,0,0,0,0
172,0,93,126,30,1,1,1,0,0,0,0,0,1
664,0,381,280,211,1,0,1,0,0,0,0,0,1
59,0,72,235,12,1,0,1,0,0,0,0,0,0
139,0,17,9,1,1,0,0,0,1,0,1,0,1
223,1,1,375,1,0,0,1,0,0,0,0,0,1
342,1,1,1,1,0,0,0,0,1,0,0,0,1
258,0,105,1,1,1,0,0,0,1,0,0,0,0
363,0,30,354,1,0,0,0,0,0,0,0,0,0
83,1,1,152,92,1,0,1,0,0,0,0,0,1
383,1,1,1,1,0,0,0,0,1,0,0,0,1
100,0,93,52,33,1,1,1,0,0,0,0,0,1
112,0,372,108,1,1,0,1,0,0,0,0,0,0
219,0,33,99,42,1,0,1,0,0,0,0,0,0
97,0,86,68,68,1,1,0,0,0,1,0,0,1
41,1,1,22,10,0,0,0,0,0,0,0,1,0
315,0,102,623,51,1,0,1,0,0,0,0,0,0
57,0,239,38,86,1,1,1,0,0,0,0,0,0
166,0,75,137,1,1,0,0,0,0,0,0,0,0
528,0,57,143,1,1,0,1,0,0,0,0,0,1
710,0,62,184,22,1,0,1,0,0,0,0,0,0
309,0,96,210,110,0,0,1,0,0,0,0,0,0
62,1,1,13,9,0,0,0,0,0,0,1,0,1
140,0,86,402,108,1,0,1,0,0,0,0,0,0
154,1,1,1,1,0,0,0,0,1,0,1,0,1
673,0,50,525,53,1,0,1,0,0,0,0,0,0
58,0,154,362,44,1,0,0,0,0,0,0,0,0
140,1,1,67,1,0,1,1,0,0,0,0,0,1
86,1,1,188,113,0,1,0,1,0,1,0,0,1
94,0,361,191,186,1,0,1,0,0,0,0,0,1
221,0,84,159,111,1,0,0,0,0,0,0,0,0
645,0,46,154,37,1,0,0,0,0,0,0,0,1
68,0,185,17,1,1,0,1,0,0,0,0,0,1
123,0,56,129,33,1,0,1,0,0,0,1,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
352,0,107,119,38,1,1,1,0,0,0,0,0,1
329,0,46,226,1,1,0,0,0,0,0,0,0,1
211,1,1,1,1,0,0,0,0,1,0,1,0,1
48,1,1,70,1,0,0,0,0,0,0,0,0,1
159,0,175,1,1,1,0,1,0,1,0,0,0,0
169,0,99,101,197,1,0,0,0,0,0,0,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
71,1,1,12,144,0,0,0,0,0,0,0,0,0
142,0,361,18,10,1,0,0,0,0,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
144,1,1,1,11,0,0,0,0,1,0,0,0,0
507,0,346,97,65,1,0,0,0,0,0,1,0,0
151,0,145,153,1,1,0,1,0,0,0,0,0,0
44,1,1,78,52,0,0,1,0,0,0,0,0,1
183,0,142,127,1,1,0,0,0,0,0,0,0,0
53,0,47,123,47,1,0,1,0,0,0,0,0,0
56,1,1,64,1,0,0,0,0,0,0,0,0,1
19,0,185,277,41,1,1,1,0,0,0,0,0,1
27,0,185,707,164,1,1,1,0,0,0,0,0,1
232,0,221,209,225,1,0,0,0,0,0,0,0,0
270,0,88,271,1,1,1,0,0,0,0,0,0,0
73,1,1,25,31,0,0,0,0,0,0,0,0,1
143,0,90,96,68,1,0,0,0,0,0,0,0,0
358,1,1,148,1,0,1,1,0,0,0,0,0,0
231,0,30,1,1,0,0,0,0,1,0,0,0,0
153,0,93,68,9,1,1,1,0,0,0,0,0,1
195,0,69,79,1,1,0,0,0,0,0,1,0,0
214,0,155,107,175,1,0,1,0,0,0,0,0,1
86,1,1,8,1,0,0,0,0,1,0,1,0,1
35,0,225,1,1,1,0,0,0,1,0,0,0,0
115,0,120,213,78,1,0,1,0,0,0,0,0,0
30,0,43,311,1,1,1,0,0,0,0,0,0,1
30,0,115,74,1,1,0,1,0,0,0,0,0,0
116,0,101,87,75,1,0,1,0,0,0,1,0,0
387,0,177,376,1,1,0,1,0,0,0,0,0,0
526,0,15,167,183,1,0,0,0,0,0,0,0,0
112,0,176,256,1,1,0,1,1,0,0,0,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
474,1,1,225,1,0,0,1,0,0,0,0,0,0
165,0,381,187,118,1,0,1,0,0,0,0,0,1
160,1,1,1,1,0,0,0,0,1,0,0,0,1
387,0,46,125,34,1,0,0,0,0,0,0,0,1
427,1,1,1,1,0,0,0,0,1,0,0,0,1
97,1,1,39,116,0,0,0,0,0,1,1,0,1
79,1,1,11,1,0,0,1,0,0,0,0,0,1
105,0,118,65,54,1,0,0,0,0,0,0,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
334,0,180,258,141,1,0,1,0,0,0,0,0,1
198,1,1,25,1,0,0,1,0,0,0,1,0,1
49,0,166,71,34,1,0,0,0,0,0,0,0,0
16,1,1,20,8,0,0,1,0,0,0,0,1,1
247,0,57,110,169,1,0,1,0,0,0,0,0,1
187,1,1,1,1,0,0,0,0,1,0,1,0,1
49,0,84,26,16,1,1,0,1,0,0,0,0,1
35,0,82,17,1,1,0,0,1,0,0,0,0,1
297,0,110,147,78,1,0,1,0,0,0,1,0,0
200,0,30,1,1,0,0,0,0,1,0,0,0,0
83,1,1,157,92,1,0,1,0,0,0,0,1,1
167,1,1,125,161,0,0,1,0,0,0,0,0,0
134,0,136,14,8,1,1,0,0,0,0,0,0,0
83,1,1,1,1,0,0,0,0,1,0,1,0,1
112,0,183,138,105,1,0,1,0,0,0,0,0,1
124,0,18,40,9,1,0,1,0,0,0,1,0,0
34,0,29,170,76,1,0,1,0,0,0,0,0,0
225,0,155,74,202,1,0,1,0,0,0,0,0,1
216,0,537,851,702,1,0,1,0,0,0,0,0,0
210,0,92,204,102,1,1,1,1,0,0,0,1,0
127,0,69,293,1,1,0,0,0,0,0,0,0,0
200,1,1,12,278,1,0,0,0,0,0,1,0,1
61,0,136,20,7,1,0,1,0,0,0,0,0,0
157,0,136,21,8,1,1,1,0,0,0,0,0,0
481,0,361,206,246,1,1,1,0,0,0,0,0,1
216,0,192,293,86,1,0,0,0,0,0,0,0,0
72,1,1,10,14,0,0,0,0,0,0,1,0,1
63,0,143,324,13,1,0,1,0,0,0,0,0,0
295,0,88,184,1,1,1,0,0,0,0,0,0,0
496,1,1,1,1,0,0,0,0,1,0,0,0,1
39,1,1,126,1,1,0,0,0,0,0,0,0,0
151,0,107,132,1,1,0,0,0,0,0,0,0,1
8,1,1,8,8,0,0,0,0,1,0,0,0,1
429,0,126,9,16,1,1,1,0,1,0,0,0,1
202,1,1,1,1,0,0,0,0,1,0,0,0,1
26,1,1,94,87,0,0,0,1,0,0,0,0,0
184,0,79,169,49,1,0,1,0,0,0,0,0,0
260,0,42,126,106,1,1,1,0,0,0,1,0,0
130,0,84,77,53,1,0,1,0,0,0,0,0,0
54,1,1,268,1,0,0,0,0,0,0,0,0,1
97,1,1,39,129,0,0,0,0,0,1,1,0,1
261,0,381,178,1,1,0,1,0,0,0,0,0,1
313,0,30,1,1,0,0,0,0,1,0,0,0,0
122,0,107,217,1,1,0,0,0,0,0,0,0,1
53,1,1,44,23,1,1,0,1,0,0,0,0,0
213,1,1,265,38,1,0,0,0,0,0,0,0,0
119,0,93,138,26,1,1,1,0,0,0,0,0,1
19,0,185,277,41,1,1,1,0,0,0,0,0,1
183,1,1,220,115,0,0,1,0,0,0,0,1,0
194,0,381,103,439,1,0,1,0,0,0,0,0,1
91,1,1,38,1,0,0,0,1,0,0,1,0,1
223,0,381,138,1,1,0,1,0,0,0,1,0,1
454,0,46,158,34,1,0,0,0,0,0,0,0,1
284,1,1,154,1,0,0,0,0,0,0,0,0,1
163,0,32,143,115,1,0,0,0,0,0,0,0,0
33,1,1,24,23,0,0,1,0,0,0,0,0,1
235,0,60,130,52,1,0,1,0,0,0,0,0,0
46,0,381,1,277,1,0,1,0,1,0,0,0,1
322,1,1,334,1,0,1,1,0,0,0,0,0,0
240,0,219,116,51,1,0,1,0,0,0,0,0,0
111,0,136,12,8,1,0,0,0,0,0,0,0,0
187,1,1,143,57,0,0,0,0,0,0,0,0,0
167,1,1,49,1,0,0,1,0,0,0,0,0,1
124,0,142,124,47,1,0,1,0,0,0,0,0,0
372,0,30,1,1,0,0,0,0,1,0,0,0,0
202,1,1,1,1,0,0,0,0,1,0,0,0,1
137,0,86,101,73,1,0,1,0,0,0,0,0,0
469,1,1,269,1,0,0,0,0,0,0,0,0,1
353,1,1,1,117,0,0,0,0,1,0,0,1,1
337,0,102,150,99,1,1,1,0,0,0,0,0,0
171,1,1,1,1,0,0,0,0,1,0,0,0,1
142,1,1,117,27,1,0,1,0,0,1,0,0,1
159,1,1,120,1,0,0,1,0,0,0,0,0,0
94,1,1,120,101,0,1,0,0,0,0,0,0,1
68,0,106,129,25,1,0,0,1,0,0,0,0,0
43,1,1,16,11,0,0,0,0,0,0,0,0,0
21,0,100,44,21,1,1,0,1,0,0,0,0,1
159,0,381,445,269,1,0,1,0,0,0,0,0,1
254,0,142,116,1,1,0,0,0,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
239,0,68,158,138,1,0,0,0,0,0,0,0,0
24,0,82,24,1,1,0,0,0,0,0,1,0,1
249,0,183,146,108,1,0,1,0,0,0,0,0,1
79,1,1,95,30,0,0,0,0,0,0,0,0,1
226,0,142,167,1,1,0,0,0,0,0,0,0,0
36,1,1,361,1,0,0,1,0,0,0,0,0,0
380,0,245,78,1,1,0,1,0,0,0,0,0,0
131,0,75,260,57,1,0,0,0,0,0,0,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
386,0,381,1,1,1,0,0,0,1,0,0,0,0
312,1,1,67,1,0,0,0,0,0,0,0,0,1
33,1,1,24,23,0,0,1,0,0,0,0,0,1
305,1,1,162,1,0,0,0,0,0,0,0,0,1
50,0,152,71,1,1,0,0,0,0,0,0,0,0
353,1,1,1,117,0,0,0,0,1,0,0,1,1
65,1,1,19,25,0,0,0,0,0,0,1,0,1
810,1,1,130,1,0,0,0,0,0,0,0,0,0
47,0,111,128,19,1,0,1,0,0,0,0,0,0
366,0,152,47,1,1,0,0,0,0,0,0,0,0
62,0,61,38,73,1,0,0,0,0,0,0,0,0
87,1,1,188,87,0,0,1,0,0,0,0,0,1
57,1,1,25,39,0,0,0,1,0,0,0,0,1
174,1,1,187,1,0,0,0,0,0,0,0,0,1
432,0,46,181,64,1,0,1,0,0,0,0,1,0
301,0,88,197,1,1,1,0,0,0,0,0,0,0
292,0,30,285,1,0,0,0,0,0,0,0,0,0
178,0,94,118,24,1,1,1,0,0,0,0,0,1
13,1,1,1,1,0,0,0,0,1,0,0,0,1
139,0,17,9,1,1,0,0,0,1,0,1,0,1
357,1,1,58,138,0,0,0,0,0,0,0,0,1
232,1,1,183,337,1,0,0,0,0,0,0,1,0
270,1,1,359,1,0,0,0,0,0,0,0,0,1
96,1,1,36,26,0,0,0,0,0,0,0,0,1
108,1,1,53,15,0,0,0,0,0,0,0,0,1
190,0,59,90,1,1,0,0,0,0,0,0,0,0
218,0,75,193,77,1,0,1,0,0,0,0,0,0
130,0,17,9,1,1,0,0,0,1,0,1,0,1
134,0,18,26,9,1,0,1,0,0,0,1,0,0
265,0,31,44,123,1,0,1,0,0,0,0,0,0
160,0,15,1,1,1,0,0,0,1,0,0,0,0
334,1,1,1,1,0,0,0,0,1,0,0,0,1
134,0,94,102,58,1,1,1,0,0,0,0,0,1
139,0,142,35,112,1,0,0,0,0,0,0,0,0
297,0,72,184,65,1,0,1,0,0,0,0,0,0
354,1,1,1,1,0,0,0,0,1,0,1,0,1
224,1,1,1,132,0,0,0,1,1,0,0,0,0
389,1,1,1,1,1,0,1,0,1,0,0,0,0
115,0,361,304,255,1,0,1,0,0,0,0,0,1
323,0,178,113,1,1,0,1,0,0,0,1,0,0
151,0,107,132,1,1,0,0,0,0,0,0,0,1
278,1,1,154,158,1,0,1,0,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
53,0,90,84,97,1,0,1,0,0,0,0,0,0
135,0,139,419,1,1,0,0,0,0,0,0,0,0
206,0,230,61,16,1,0,1,0,0,0,1,0,0
67,0,101,160,76,0,0,1,0,0,0,0,0,0
172,0,38,230,43,1,0,1,1,0,0,0,0,0
407,1,1,109,1,0,0,1,0,0,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
351,1,1,193,19,0,0,0,0,0,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
75,0,126,1,1,1,0,0,0,1,0,0,1,0
152,0,73,150,98,1,0,1,0,0,0,0,0,0
98,1,1,47,47,0,1,0,0,0,0,0,0,1
218,0,14,1,1,1,0,0,0,1,0,0,0,0
268,0,59,41,1,1,0,0,0,0,0,1,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
194,0,156,103,439,1,0,1,0,0,0,0,0,1
86,0,87,137,1,1,0,1,0,0,0,0,0,0
184,0,98,113,1,0,0,1,0,0,0,0,0,0
163,0,90,90,115,1,0,0,0,0,0,0,0,0
224,1,1,1,1,0,0,0,0,1,0,0,0,1
48,1,1,70,1,0,0,0,0,0,0,0,0,1
228,0,156,226,356,1,0,0,0,0,0,0,0,1
202,1,1,1,1,0,0,0,0,1,0,0,0,1
122,0,498,207,134,1,1,0,0,0,0,0,0,0
119,0,48,65,19,1,0,0,0,0,0,0,0,0
155,1,1,59,1,1,0,0,0,0,0,0,0,0
204,0,138,88,74,1,0,1,0,0,0,0,0,0
106,1,1,82,57,0,0,0,0,0,0,0,0,1
280,1,1,53,1,0,0,0,1,0,1,1,0,1
67,1,1,19,25,0,0,0,0,0,0,1,1,1
107,0,48,212,94,1,0,0,0,0,0,0,0,0
107,1,1,44,27,0,0,1,0,0,0,0,0,0
269,0,129,131,14,1,1,1,0,0,0,0,0,0
232,1,1,75,1,0,0,1,1,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
130,1,1,1,1,0,0,0,0,1,0,0,0,1
87,1,1,8,1,0,0,0,0,1,0,1,0,1
312,0,87,138,53,1,0,1,0,0,0,0,0,0
174,0,30,1,1,0,0,0,0,1,0,0,0,0
71,1,1,1,64,0,0,0,0,1,0,0,0,1
608,0,93,391,9,1,1,1,0,0,0,0,0,1
538,1,1,53,1,0,0,0,0,0,0,0,0,1
219,0,117,113,1,1,0,1,1,0,0,0,0,0
158,0,12,10,11,1,0,1,0,0,0,0,1,1
47,1,1,16,9,0,0,1,0,0,0,1,1,1
30,1,1,1,1,0,0,0,0,1,0,1,0,1
290,0,367,136,90,1,0,1,0,0,0,0,1,0
204,0,30,348,1,0,0,0,0,0,0,0,0,0
121,0,155,197,181,1,0,1,0,0,0,0,0,1
244,1,1,36,144,0,0,0,0,0,0,1,0,1
196,0,36,77,69,1,0,0,0,0,0,0,0,0
83,0,122,109,31,0,1,0,0,0,0,0,0,1
301,0,88,210,1,1,1,0,0,0,0,0,0,0
335,0,210,1,267,1,0,0,0,1,0,0,0,0
174,0,381,197,317,1,0,1,0,0,0,0,0,1
105,0,55,195,20,1,0,0,0,0,0,0,0,0
645,0,46,154,37,1,0,0,0,0,0,0,0,1
138,0,77,135,235,1,0,1,0,0,0,0,0,0
63,1,1,146,1,0,0,0,0,0,0,0,0,1
395,0,176,158,67,1,0,1,0,0,0,0,0,0
109,0,61,80,85,1,0,0,0,0,0,0,0,0
564,0,441,100,123,1,0,1,0,0,0,1,0,0
204,0,145,101,73,1,0,0,0,0,0,0,0,0
91,1,1,8,10,0,0,0,0,1,0,1,0,1
53,1,1,251,88,0,0,0,0,0,0,0,0,1
141,0,149,59,112,1,1,1,0,0,0,0,0,0
81,0,64,104,1,1,0,1,0,0,0,0,0,0
195,0,92,152,154,1,0,1,0,0,0,0,0,0
35,0,254,902,1,1,0,1,0,0,0,0,0,0
417,1,1,40,48,0,0,1,0,0,0,0,1,1
219,1,1,1,1,0,0,0,0,1,0,0,0,1
258,0,80,46,387,1,0,0,0,0,0,1,0,0
210,1,1,117,83,1,0,1,0,0,0,0,0,0
417,1,1,40,48,0,0,1,0,0,0,0,1,1
384,1,1,136,1,0,0,0,0,0,0,0,0,1
15,0,147,86,1,1,0,1,0,0,0,0,0,0
229,0,88,140,1,1,1,0,0,0,0,0,0,0
270,0,30,1,1,0,0,0,0,1,0,0,0,0
190,0,112,338,1,1,0,0,0,0,0,0,0,0
217,0,208,221,1,0,0,0,0,0,0,0,0,0
116,0,92,48,1,1,0,0,0,0,0,0,0,0
123,0,381,159,1,1,0,1,0,0,0,0,0,1
617,0,154,79,247,1,0,1,0,0,0,0,1,0
232,0,204,186,20,1,0,1,0,0,0,0,0,0
57,1,1,25,39,0,0,0,1,0,0,0,0,1
328,0,84,178,157,1,0,0,0,0,0,0,0,0
51,1,1,1,1,0,0,0,0,1,0,0,0,1
399,1,1,251,77,0,0,0,0,0,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
97,0,86,68,68,1,1,0,0,0,1,0,0,1
254,1,1,117,1,0,0,0,0,0,0,1,0,0
165,0,84,80,1,1,0,1,0,0,0,0,0,0
427,1,1,1,1,0,0,0,0,1,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
184,0,69,199,1,1,0,0,0,0,0,0,0,0
231,0,42,1,20,1,0,0,0,1,0,0,0,0
73,1,1,25,31,0,0,0,0,0,0,0,0,1
274,1,1,123,192,0,0,1,1,0,0,0,0,0
310,1,1,252,1,0,0,1,0,0,0,0,1,1
578,0,381,250,210,1,0,1,0,0,0,0,0,1
216,0,87,216,23,0,0,0,0,0,0,0,0,0
97,0,86,68,53,1,1,0,0,0,1,0,0,1
122,0,180,89,43,1,0,1,0,0,0,0,0,0
112,1,1,1,1,0,0,0,0,1,0,0,0,1
65,0,167,60,76,1,0,1,0,0,0,1,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
225,0,184,129,73,1,0,0,0,0,0,0,0,0
89,0,50,255,1,1,0,1,0,0,0,0,0,0
308,0,46,160,86,1,0,0,0,0,0,0,0,1
148,0,45,134,1,1,0,1,0,0,0,0,1,0
273,0,57,210,51,1,0,1,0,0,0,0,0,0
37,0,30,666,1,0,0,0,0,0,0,0,0,0
130,1,1,1,1,0,0,0,0,1,0,0,0,1
127,1,1,48,1,0,1,0,0,0,1,0,0,0
86,1,1,188,113,0,1,0,0,0,1,0,0,1
136,0,147,83,71,1,0,0,0,0,0,0,0,0
184,0,148,139,60,1,0,1,0,0,0,0,0,0
553,0,150,91,1,1,0,1,0,0,0,1,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
72,0,54,237,122,1,0,0,0,0,0,0,0,0
254,0,117,231,11,1,0,0,0,0,0,0,0,0
101,0,41,154,74,1,0,1,0,0,0,0,0,0
439,0,265,208,1,1,0,0,0,0,0,0,0,0
89,1,1,51,40,0,0,0,0,0,0,1,0,1
62,0,112,194,33,0,0,0,0,0,0,0,0,0
490,1,1,53,1,0,0,0,0,0,0,0,0,1
403,1,1,255,25,0,0,0,0,0,0,0,0,1
270,1,1,359,1,0,0,0,0,0,0,0,0,1
166,0,46,101,1,1,0,0,0,0,0,0,0,1
250,0,213,1,1,1,0,0,0,1,0,0,0,0
96,1,1,36,26,0,0,0,0,0,0,0,0,1
67,1,1,94,47,0,1,0,0,0,0,0,0,1
334,1,1,31,37,0,0,0,0,0,0,0,0,1
101,0,136,21,24,1,1,1,0,0,0,0,0,0
92,0,166,166,106,1,0,1,0,0,0,0,0,0
286,0,147,233,19,1,0,1,0,0,0,0,0,0
405,0,35,106,115,1,0,1,0,0,0,1,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
82,1,1,45,1,0,1,0,0,0,0,0,0,1
35,0,254,912,1,1,0,1,0,0,0,0,0,0
169,0,93,248,122,1,1,1,0,0,0,0,0,1
69,0,73,111,47,1,0,0,0,0,0,0,0,0
299,0,46,42,1,1,0,0,0,0,0,0,0,1
170,1,1,49,1,0,1,1,0,0,0,0,0,1
138,0,184,92,52,1,0,0,0,0,0,0,0,0
172,1,1,41,1,1,0,0,1,0,0,0,0,0
136,0,348,307,39,1,0,1,0,0,0,0,0,0
65,1,1,19,20,0,0,0,0,0,0,1,0,1
599,0,55,127,18,1,0,1,0,0,0,0,0,0
63,1,1,11,1,0,0,0,0,0,0,1,0,1
143,1,1,69,1,0,0,0,0,0,0,0,0,1
30,0,43,311,1,1,1,0,0,0,0,0,0,1
194,0,231,111,1,1,0,1,0,0,0,0,0,0
64,0,95,1,1,1,0,0,0,1,0,0,0,0
90,1,1,45,23,0,0,0,1,0,0,0,0,1
266,0,23,23,1,1,0,0,0,0,0,1,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
102,1,1,40,33,0,0,0,0,0,0,0,0,1
59,1,1,65,38,0,0,1,0,0,0,0,0,0
239,0,55,91,37,1,0,1,0,0,0,0,1,0
100,0,18,40,9,1,0,1,0,0,0,1,0,0
300,0,46,71,107,1,0,0,0,0,0,0,1,1
171,1,1,1,1,0,0,0,0,1,0,0,0,1
280,1,1,53,1,0,0,0,1,0,1,1,0,1
196,0,73,126,68,1,0,1,0,0,0,0,0,0
287,0,56,250,45,1,0,0,0,0,0,0,0,0
135,0,94,92,34,1,1,1,0,0,0,0,0,1
334,0,180,258,141,1,0,1,0,0,0,0,0,1
67,1,1,19,25,0,0,0,0,0,0,1,1,1
741,1,1,182,115,0,0,1,0,0,0,0,0,1
185,0,152,73,1,1,0,0,0,0,0,0,0,0
134,0,88,249,1,1,1,0,0,0,0,0,0,0
245,0,115,284,1,1,0,0,0,0,0,0,0,0
384,1,1,136,1,0,0,0,0,0,0,0,0,1
115,1,1,76,88,0,0,0,0,0,0,0,0,1
323,0,129,164,12,1,0,1,0,0,0,0,0,0
288,0,156,117,356,1,0,1,0,0,0,0,0,1
603,0,213,130,129,1,0,0,0,0,0,0,0,0
426,0,361,216,219,1,0,1,0,0,0,0,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
50,1,1,1,1,0,0,0,0,1,0,0,0,1
124,0,137,86,31,0,1,0,0,0,0,0,0,1
384,1,1,136,1,0,0,0,0,0,0,0,0,1
128,1,1,99,1,0,0,0,0,0,0,0,0,1
204,0,30,1,1,0,0,0,0,1,0,0,0,0
28,0,29,165,59,1,0,1,0,0,0,0,0,0
153,0,245,96,23,1,0,0,0,0,0,1,0,0
107,0,80,345,1,1,0,0,0,0,0,0,0,0
128,0,41,47,1,1,0,0,1,0,0,0,0,1
539,0,68,45,30,1,0,0,0,0,0,1,0,1
347,1,1,1,1,0,0,0,0,1,0,0,0,1
91,1,1,38,1,0,0,0,1,0,0,1,0,1
97,1,1,39,129,0,0,0,0,0,1,1,0,1
97,1,1,39,129,0,0,0,0,0,1,1,0,1
159,0,155,221,217,1,0,1,0,0,0,0,0,1
270,1,1,79,14,0,0,1,0,0,0,0,0,1
97,0,86,74,68,1,1,0,0,0,1,0,0,1
60,0,199,155,109,1,0,0,0,0,0,0,0,0
47,1,1,16,9,0,0,1,0,0,0,1,1,1
937,1,1,101,1,0,0,0,0,0,0,0,0,1
48,0,161,72,18,1,0,1,0,0,0,0,0,1
44,1,1,78,52,0,0,1,0,0,0,0,0,1
353,1,1,1,117,0,0,0,0,1,0,0,1,1
121,0,136,1,1,1,0,0,0,1,0,0,0,0
84,1,1,8,9,0,0,0,0,1,0,1,0,1
142,0,160,54,40,1,0,1,0,0,0,0,0,0
80,0,164,16,36,1,1,0,1,0,0,0,0,0
106,1,1,240,44,0,0,0,0,0,1,0,0,1
120,0,136,13,8,1,0,0,0,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
85,0,191,358,102,1,0,1,0,0,0,0,0,0
293,0,88,142,1,1,1,0,0,0,0,0,0,0
77,0,140,65,49,1,0,0,0,0,0,0,0,0
132,1,1,86,26,0,0,0,0,0,0,0,0,1
142,1,1,10,8,1,1,0,0,0,0,1,0,1
110,0,18,26,9,1,0,1,0,0,0,1,0,0
49,0,84,26,16,1,1,0,1,0,0,0,0,1
111,0,136,21,8,1,1,1,0,0,0,0,0,0
77,0,28,50,24,1,1,1,0,0,0,0,1,0
